iterations,cuts,model,model_base,discretization_type,dataset,accuracy,std,accuracy_pct,best_in_group,samples,features,classes,improvement_vs_base,best_base_model,best_base_accuracy
10it,3p,TANLd,TAN,local,balance-scale,0.842613,0.022141,84.26,false,625,4,3,-0.91,TAN-mdlp3,0.85168
10it,3p,TANLd,TAN,local,breast-w,0.965833,0.01783,96.58,false,683,9,2,-0.24,TAN-mdlp3,0.968266
10it,3p,TANLd,TAN,local,diabetes,0.753032,0.026511,75.3,true,768,8,2,0.82,TAN,0.744807
10it,3p,TANLd,TAN,local,ecoli,0.808554,0.032211,80.86,false,336,7,8,-0.1,TAN-mdlp3,0.809565
10it,3p,TANLd,TAN,local,glass,0.68703,0.036994,68.7,false,214,9,6,-0.79,TAN-mdlp3,0.694933
10it,3p,TANLd,TAN,local,hayes-roth,0.712364,0.053458,71.24,true,160,4,3,0.2,TAN-bin3u,0.710347
10it,3p,TANLd,TAN,local,heart-statlog,0.812346,0.050408,81.23,false,270,13,2,-1.98,TAN-bin3u,0.832099
10it,3p,TANLd,TAN,local,ionosphere,0.928746,0.02478,92.87,false,351,34,2,-0.95,TAN-bin3u,0.938283
10it,3p,TANLd,TAN,local,iris,0.933333,0.053452,93.33,false,150,4,3,-1.78,TAN-bin3u,0.951111
10it,3p,TANLd,TAN,local,kdd_JapaneseVowels,0.725434,0.028385,72.54,false,9961,14,9,-12.03,TAN,0.845696
10it,3p,TANLd,TAN,local,letter,0.395399,0.008991,39.54,false,20000,16,26,-28.75,TAN,0.682916
10it,3p,TANLd,TAN,local,liver-disorders,0.586473,0.03326,58.65,false,345,6,2,-10.34,TAN,0.689855
10it,3p,TANLd,TAN,local,mfeat-factors,0.9515,0.009297,95.15,false,2000,216,10,-0.65,TAN,0.958
10it,3p,TANLd,TAN,local,mfeat-fourier,0.783,0.021091,78.3,true,2000,76,10,0.27,TAN,0.780333
10it,3p,TANLd,TAN,local,mfeat-karhunen,0.917,0.01576,91.7,false,2000,64,10,-0.53,TAN,0.922333
10it,3p,TANLd,TAN,local,mfeat-morphological,0.602667,0.035197,60.27,false,2000,6,10,-4.38,TAN,0.6465
10it,3p,TANLd,TAN,local,mfeat-zernike,0.746667,0.018412,74.67,false,2000,47,10,-1.15,TAN-bin3u,0.758167
10it,3p,TANLd,TAN,local,optdigits,0.92995,0.00834,93,false,5620,64,10,-2.33,TAN-bin3u,0.953201
10it,3p,TANLd,TAN,local,page-blocks,0.95505,0.010205,95.5,true,5473,10,5,0.55,TAN-mdlp3,0.949571
10it,3p,TANLd,TAN,local,pendigits,0.844494,0.010548,84.45,false,10992,16,10,-6.88,TAN,0.91327
10it,3p,TANLd,TAN,local,segment,0.776912,0.036764,77.69,false,2310,19,7,-13.25,TAN,0.90938
10it,3p,TANLd,TAN,local,sonar,0.734068,0.054215,73.41,false,208,60,2,-4.81,TAN,0.782196
10it,3p,TANLd,TAN,local,spambase,0.922263,0.008564,92.23,false,4601,57,2,-0.53,TAN-mdlp3,0.927551
10it,3p,TANLd,TAN,local,vehicle,0.642688,0.048054,64.27,false,846,18,4,-4.13,TAN,0.684024
10it,3p,TANLd,TAN,local,waveform-5000,0.814264,0.012653,81.43,true,5000,40,3,0.63,TAN,0.807999
10it,3p,TANLd,TAN,local,wine,0.973859,0.03232,97.39,true,178,13,3,0.75,TAN-mdlp3,0.966396
10it,3p,AODE,AODE,base,adult,0.850095,0.002786,85.01,false,45222,14,2,,,
10it,3p,AODE,AODE,base,balance-scale,0.866119,0.02137,86.61,false,625,4,3,,,
10it,3p,AODE,AODE,base,breast-w,0.973647,0.015814,97.36,false,683,9,2,,,
10it,3p,AODE,AODE,base,diabetes,0.75128,0.021449,75.13,false,768,8,2,,,
10it,3p,AODE,AODE,base,ecoli,0.829223,0.038848,82.92,false,336,7,8,,,
10it,3p,AODE,AODE,base,glass,0.708921,0.033093,70.89,false,214,9,6,,,
10it,3p,AODE,AODE,base,hayes-roth,0.766345,0.050029,76.63,false,160,4,3,,,
10it,3p,AODE,AODE,base,heart-statlog,0.84321,0.056805,84.32,false,270,13,2,,,
10it,3p,AODE,AODE,base,ionosphere,0.921207,0.037087,92.12,false,351,34,2,,,
10it,3p,AODE,AODE,base,iris,0.957778,0.042663,95.78,false,150,4,3,,,
10it,3p,AODE,AODE,base,kdd_JapaneseVowels,0.858046,0.009145,85.8,false,9961,14,9,,,
10it,3p,AODE,AODE,base,letter,0.692766,0.005974,69.28,false,20000,16,26,,,
10it,3p,AODE,AODE,base,liver-disorders,0.683092,0.057677,68.31,false,345,6,2,,,
10it,3p,AODE,AODE,base,mfeat-factors,0.938833,0.010933,93.88,false,2000,216,10,,,
10it,3p,AODE,AODE,base,mfeat-fourier,0.7675,0.019933,76.75,false,2000,76,10,,,
10it,3p,AODE,AODE,base,mfeat-karhunen,0.922167,0.018633,92.22,false,2000,64,10,,,
10it,3p,AODE,AODE,base,mfeat-morphological,0.648667,0.015115,64.87,false,2000,6,10,,,
10it,3p,AODE,AODE,base,mfeat-zernike,0.743667,0.0188,74.37,false,2000,47,10,,,
10it,3p,AODE,AODE,base,optdigits,0.920521,0.00663,92.05,false,5620,64,10,,,
10it,3p,AODE,AODE,base,page-blocks,0.952739,0.007386,95.27,false,5473,10,5,,,
10it,3p,AODE,AODE,base,pendigits,0.920003,0.005299,92,false,10992,16,10,,,
10it,3p,AODE,AODE,base,segment,0.894084,0.012973,89.41,false,2310,19,7,,,
10it,3p,AODE,AODE,base,sonar,0.814144,0.052908,81.41,false,208,60,2,,,
10it,3p,AODE,AODE,base,spambase,0.904224,0.009575,90.42,false,4601,57,2,,,
10it,3p,AODE,AODE,base,vehicle,0.680509,0.029629,68.05,false,846,18,4,,,
10it,3p,AODE,AODE,base,waveform-5000,0.808266,0.011676,80.83,false,5000,40,3,,,
10it,3p,AODE,AODE,base,wine,0.986931,0.017873,98.69,false,178,13,3,,,
10it,3p,TAN-mdlp3,TAN,mdlp,adult,0.851569,0.002723,85.16,false,45222,14,2,,,
10it,3p,TAN-mdlp3,TAN,mdlp,balance-scale,0.85168,0.023979,85.17,true,625,4,3,,,
10it,3p,TAN-mdlp3,TAN,mdlp,breast-w,0.968266,0.016042,96.83,true,683,9,2,,,
10it,3p,TAN-mdlp3,TAN,mdlp,diabetes,0.743913,0.025022,74.39,false,768,8,2,,,
10it,3p,TAN-mdlp3,TAN,mdlp,ecoli,0.809565,0.039477,80.96,true,336,7,8,,,
10it,3p,TAN-mdlp3,TAN,mdlp,glass,0.694933,0.049814,69.49,true,214,9,6,,,
10it,3p,TAN-mdlp3,TAN,mdlp,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
10it,3p,TAN-mdlp3,TAN,mdlp,heart-statlog,0.804938,0.053702,80.49,false,270,13,2,,,
10it,3p,TAN-mdlp3,TAN,mdlp,ionosphere,0.92114,0.028445,92.11,false,351,34,2,,,
10it,3p,TAN-mdlp3,TAN,mdlp,iris,0.933333,0.056344,93.33,false,150,4,3,,,
10it,3p,TAN-mdlp3,TAN,mdlp,kdd_JapaneseVowels,0.679148,0.02167,67.91,false,9961,14,9,,,
10it,3p,TAN-mdlp3,TAN,mdlp,letter,0.403766,0.007553,40.38,false,20000,16,26,,,
10it,3p,TAN-mdlp3,TAN,mdlp,liver-disorders,0.58744,0.032345,58.74,false,345,6,2,,,
10it,3p,TAN-mdlp3,TAN,mdlp,mfeat-factors,0.950833,0.00748,95.08,false,2000,216,10,,,
10it,3p,TAN-mdlp3,TAN,mdlp,mfeat-fourier,0.779,0.019152,77.9,false,2000,76,10,,,
10it,3p,TAN-mdlp3,TAN,mdlp,mfeat-karhunen,0.920833,0.013909,92.08,false,2000,64,10,,,
10it,3p,TAN-mdlp3,TAN,mdlp,mfeat-morphological,0.576833,0.039871,57.68,false,2000,6,10,,,
10it,3p,TAN-mdlp3,TAN,mdlp,mfeat-zernike,0.754333,0.020077,75.43,false,2000,47,10,,,
10it,3p,TAN-mdlp3,TAN,mdlp,optdigits,0.921229,0.008284,92.12,false,5620,64,10,,,
10it,3p,TAN-mdlp3,TAN,mdlp,page-blocks,0.949571,0.005346,94.96,false,5473,10,5,,,
10it,3p,TAN-mdlp3,TAN,mdlp,pendigits,0.767738,0.021305,76.77,false,10992,16,10,,,
10it,3p,TAN-mdlp3,TAN,mdlp,segment,0.776768,0.01885,77.68,false,2310,19,7,,,
10it,3p,TAN-mdlp3,TAN,mdlp,sonar,0.757019,0.062136,75.7,false,208,60,2,,,
10it,3p,TAN-mdlp3,TAN,mdlp,spambase,0.927551,0.008374,92.76,true,4601,57,2,,,
10it,3p,TAN-mdlp3,TAN,mdlp,vehicle,0.658857,0.048462,65.89,false,846,18,4,,,
10it,3p,TAN-mdlp3,TAN,mdlp,waveform-5000,0.807732,0.012962,80.77,false,5000,40,3,,,
10it,3p,TAN-mdlp3,TAN,mdlp,wine,0.966396,0.028121,96.64,false,178,13,3,,,
10it,3p,TAN,TAN,base,adult,0.854569,0.002962,85.46,false,45222,14,2,,,
10it,3p,TAN,TAN,base,balance-scale,0.85168,0.023979,85.17,false,625,4,3,,,
10it,3p,TAN,TAN,base,breast-w,0.968266,0.016042,96.83,false,683,9,2,,,
10it,3p,TAN,TAN,base,diabetes,0.744807,0.028489,74.48,false,768,8,2,,,
10it,3p,TAN,TAN,base,ecoli,0.809565,0.039477,80.96,false,336,7,8,,,
10it,3p,TAN,TAN,base,glass,0.694933,0.049814,69.49,false,214,9,6,,,
10it,3p,TAN,TAN,base,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
10it,3p,TAN,TAN,base,heart-statlog,0.832099,0.049228,83.21,false,270,13,2,,,
10it,3p,TAN,TAN,base,ionosphere,0.938283,0.026135,93.83,false,351,34,2,,,
10it,3p,TAN,TAN,base,iris,0.951111,0.0434,95.11,false,150,4,3,,,
10it,3p,TAN,TAN,base,kdd_JapaneseVowels,0.845696,0.008548,84.57,true,9961,14,9,,,
10it,3p,TAN,TAN,base,letter,0.682916,0.007351,68.29,true,20000,16,26,,,
10it,3p,TAN,TAN,base,liver-disorders,0.689855,0.047691,68.99,true,345,6,2,,,
10it,3p,TAN,TAN,base,mfeat-factors,0.958,0.010657,95.8,true,2000,216,10,,,
10it,3p,TAN,TAN,base,mfeat-fourier,0.780333,0.022988,78.03,false,2000,76,10,,,
10it,3p,TAN,TAN,base,mfeat-karhunen,0.922333,0.013478,92.23,true,2000,64,10,,,
10it,3p,TAN,TAN,base,mfeat-morphological,0.6465,0.01868,64.65,true,2000,6,10,,,
10it,3p,TAN,TAN,base,mfeat-zernike,0.758167,0.013544,75.82,false,2000,47,10,,,
10it,3p,TAN,TAN,base,optdigits,0.953201,0.006468,95.32,false,5620,64,10,,,
10it,3p,TAN,TAN,base,page-blocks,0.949571,0.005346,94.96,false,5473,10,5,,,
10it,3p,TAN,TAN,base,pendigits,0.91327,0.006101,91.33,true,10992,16,10,,,
10it,3p,TAN,TAN,base,segment,0.90938,0.011767,90.94,true,2310,19,7,,,
10it,3p,TAN,TAN,base,sonar,0.782196,0.051924,78.22,true,208,60,2,,,
10it,3p,TAN,TAN,base,spambase,0.927551,0.008374,92.76,false,4601,57,2,,,
10it,3p,TAN,TAN,base,vehicle,0.684024,0.026402,68.4,true,846,18,4,,,
10it,3p,TAN,TAN,base,waveform-5000,0.807999,0.0097,80.8,false,5000,40,3,,,
10it,3p,TAN,TAN,base,wine,0.966396,0.028121,96.64,false,178,13,3,,,
10it,3p,KDB-bin3u,KDB,equal_width,adult,0.852439,0.002801,85.24,false,45222,14,2,,,
10it,3p,KDB-bin3u,KDB,equal_width,balance-scale,0.798315,0.028229,79.83,false,625,4,3,,,
10it,3p,KDB-bin3u,KDB,equal_width,breast-w,0.9502,0.017153,95.02,false,683,9,2,,,
10it,3p,KDB-bin3u,KDB,equal_width,diabetes,0.732654,0.025022,73.27,false,768,8,2,,,
10it,3p,KDB-bin3u,KDB,equal_width,ecoli,0.790784,0.032497,79.08,false,336,7,8,,,
10it,3p,KDB-bin3u,KDB,equal_width,glass,0.638223,0.07334,63.82,false,214,9,6,,,
10it,3p,KDB-bin3u,KDB,equal_width,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
10it,3p,KDB-bin3u,KDB,equal_width,heart-statlog,0.81358,0.061605,81.36,false,270,13,2,,,
10it,3p,KDB-bin3u,KDB,equal_width,ionosphere,0.929792,0.020168,92.98,false,351,34,2,,,
10it,3p,KDB-bin3u,KDB,equal_width,iris,0.955556,0.043033,95.56,false,150,4,3,,,
10it,3p,KDB-bin3u,KDB,equal_width,kdd_JapaneseVowels,0.771709,0.007912,77.17,false,9961,14,9,,,
10it,3p,KDB-bin3u,KDB,equal_width,letter,0.570817,0.007427,57.08,false,20000,16,26,,,
10it,3p,KDB-bin3u,KDB,equal_width,liver-disorders,0.582609,0.033856,58.26,false,345,6,2,,,
10it,3p,KDB-bin3u,KDB,equal_width,mfeat-factors,0.959,0.009103,95.9,false,2000,216,10,,,
10it,3p,KDB-bin3u,KDB,equal_width,mfeat-fourier,0.778,0.018107,77.8,false,2000,76,10,,,
10it,3p,KDB-bin3u,KDB,equal_width,mfeat-karhunen,0.92,0.010774,92,false,2000,64,10,,,
10it,3p,KDB-bin3u,KDB,equal_width,mfeat-morphological,0.562167,0.018049,56.22,false,2000,6,10,,,
10it,3p,KDB-bin3u,KDB,equal_width,mfeat-zernike,0.758167,0.014438,75.82,false,2000,47,10,,,
10it,3p,KDB-bin3u,KDB,equal_width,optdigits,0.964531,0.004779,96.45,false,5620,64,10,,,
10it,3p,KDB-bin3u,KDB,equal_width,page-blocks,0.91309,0.007409,91.31,false,5473,10,5,,,
10it,3p,KDB-bin3u,KDB,equal_width,pendigits,0.934104,0.004906,93.41,false,10992,16,10,,,
10it,3p,KDB-bin3u,KDB,equal_width,segment,0.8671,0.017059,86.71,false,2310,19,7,,,
10it,3p,KDB-bin3u,KDB,equal_width,sonar,0.775581,0.065654,77.56,false,208,60,2,,,
10it,3p,KDB-bin3u,KDB,equal_width,spambase,0.676595,0.009213,67.66,false,4601,57,2,,,
10it,3p,KDB-bin3u,KDB,equal_width,vehicle,0.633585,0.021284,63.36,false,846,18,4,,,
10it,3p,KDB-bin3u,KDB,equal_width,waveform-5000,0.790534,0.013112,79.05,false,5000,40,3,,,
10it,3p,KDB-bin3u,KDB,equal_width,wine,0.932789,0.037505,93.28,false,178,13,3,,,
10it,3p,TAN-bin3q,TAN,equal_freq,adult,0.852513,0.00301,85.25,false,45222,14,2,,,
10it,3p,TAN-bin3q,TAN,equal_freq,balance-scale,0.8213,0.022821,82.13,false,625,4,3,,,
10it,3p,TAN-bin3q,TAN,equal_freq,breast-w,0.948744,0.013873,94.87,false,683,9,2,,,
10it,3p,TAN-bin3q,TAN,equal_freq,diabetes,0.744807,0.028489,74.48,false,768,8,2,,,
10it,3p,TAN-bin3q,TAN,equal_freq,ecoli,0.801717,0.031712,80.17,false,336,7,8,,,
10it,3p,TAN-bin3q,TAN,equal_freq,glass,0.67293,0.069135,67.29,false,214,9,6,,,
10it,3p,TAN-bin3q,TAN,equal_freq,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
10it,3p,TAN-bin3q,TAN,equal_freq,heart-statlog,0.812346,0.061764,81.23,false,270,13,2,,,
10it,3p,TAN-bin3q,TAN,equal_freq,ionosphere,0.913655,0.028892,91.37,false,351,34,2,,,
10it,3p,TAN-bin3q,TAN,equal_freq,iris,0.931111,0.051125,93.11,false,150,4,3,,,
10it,3p,TAN-bin3q,TAN,equal_freq,kdd_JapaneseVowels,0.845696,0.008548,84.57,false,9961,14,9,,,
10it,3p,TAN-bin3q,TAN,equal_freq,letter,0.682916,0.007351,68.29,false,20000,16,26,,,
10it,3p,TAN-bin3q,TAN,equal_freq,liver-disorders,0.689855,0.047691,68.99,false,345,6,2,,,
10it,3p,TAN-bin3q,TAN,equal_freq,mfeat-factors,0.958,0.010657,95.8,false,2000,216,10,,,
10it,3p,TAN-bin3q,TAN,equal_freq,mfeat-fourier,0.780333,0.022988,78.03,false,2000,76,10,,,
10it,3p,TAN-bin3q,TAN,equal_freq,mfeat-karhunen,0.922333,0.013478,92.23,false,2000,64,10,,,
10it,3p,TAN-bin3q,TAN,equal_freq,mfeat-morphological,0.6465,0.01868,64.65,false,2000,6,10,,,
10it,3p,TAN-bin3q,TAN,equal_freq,mfeat-zernike,0.748833,0.017317,74.88,false,2000,47,10,,,
10it,3p,TAN-bin3q,TAN,equal_freq,optdigits,0.947035,0.007907,94.7,false,5620,64,10,,,
10it,3p,TAN-bin3q,TAN,equal_freq,page-blocks,0.940068,0.004967,94.01,false,5473,10,5,,,
10it,3p,TAN-bin3q,TAN,equal_freq,pendigits,0.91327,0.006101,91.33,false,10992,16,10,,,
10it,3p,TAN-bin3q,TAN,equal_freq,segment,0.90938,0.011767,90.94,false,2310,19,7,,,
10it,3p,TAN-bin3q,TAN,equal_freq,sonar,0.782196,0.051924,78.22,false,208,60,2,,,
10it,3p,TAN-bin3q,TAN,equal_freq,spambase,0.851917,0.010513,85.19,false,4601,57,2,,,
10it,3p,TAN-bin3q,TAN,equal_freq,vehicle,0.684024,0.026402,68.4,false,846,18,4,,,
10it,3p,TAN-bin3q,TAN,equal_freq,waveform-5000,0.807999,0.0097,80.8,false,5000,40,3,,,
10it,3p,TAN-bin3q,TAN,equal_freq,wine,0.958559,0.028459,95.86,false,178,13,3,,,
10it,4p,TAN-bin4u,TAN,equal_width,adult,0.853965,0.002066,85.4,true,45222,14,2,,,
10it,4p,TAN-bin4u,TAN,equal_width,balance-scale,0.848514,0.021144,84.85,false,625,4,3,,,
10it,4p,TAN-bin4u,TAN,equal_width,breast-w,0.954115,0.018878,95.41,false,683,9,2,,,
10it,4p,TAN-bin4u,TAN,equal_width,diabetes,0.740019,0.024701,74,false,768,8,2,,,
10it,4p,TAN-bin4u,TAN,equal_width,ecoli,0.814543,0.021559,81.45,true,336,7,8,,,
10it,4p,TAN-bin4u,TAN,equal_width,glass,0.638523,0.071417,63.85,false,214,9,6,,,
10it,4p,TAN-bin4u,TAN,equal_width,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
10it,4p,TAN-bin4u,TAN,equal_width,heart-statlog,0.818519,0.055202,81.85,true,270,13,2,,,
10it,4p,TAN-bin4u,TAN,equal_width,ionosphere,0.912676,0.03476,91.27,false,351,34,2,,,
10it,4p,TAN-bin4u,TAN,equal_width,iris,0.888889,0.055872,88.89,false,150,4,3,,,
10it,4p,TAN-bin4u,TAN,equal_width,kdd_JapaneseVowels,0.841617,0.006314,84.16,false,9961,14,9,,,
10it,4p,TAN-bin4u,TAN,equal_width,letter,0.638116,0.0052,63.81,false,20000,16,26,,,
10it,4p,TAN-bin4u,TAN,equal_width,liver-disorders,0.570048,0.050995,57,false,345,6,2,,,
10it,4p,TAN-bin4u,TAN,equal_width,mfeat-factors,0.957667,0.010998,95.77,false,2000,216,10,,,
10it,4p,TAN-bin4u,TAN,equal_width,mfeat-fourier,0.78,0.017474,78,false,2000,76,10,,,
10it,4p,TAN-bin4u,TAN,equal_width,mfeat-karhunen,0.928333,0.012875,92.83,true,2000,64,10,,,
10it,4p,TAN-bin4u,TAN,equal_width,mfeat-morphological,0.6515,0.022792,65.15,false,2000,6,10,,,
10it,4p,TAN-bin4u,TAN,equal_width,mfeat-zernike,0.768833,0.014695,76.88,true,2000,47,10,,,
10it,4p,TAN-bin4u,TAN,equal_width,optdigits,0.954981,0.006912,95.5,true,5620,64,10,,,
10it,4p,TAN-bin4u,TAN,equal_width,page-blocks,0.922225,0.004526,92.22,false,5473,10,5,,,
10it,4p,TAN-bin4u,TAN,equal_width,pendigits,0.935407,0.003585,93.54,false,10992,16,10,,,
10it,4p,TAN-bin4u,TAN,equal_width,segment,0.907504,0.013578,90.75,false,2310,19,7,,,
10it,4p,TAN-bin4u,TAN,equal_width,sonar,0.772559,0.047253,77.26,true,208,60,2,,,
10it,4p,TAN-bin4u,TAN,equal_width,spambase,0.727308,0.01077,72.73,false,4601,57,2,,,
10it,4p,TAN-bin4u,TAN,equal_width,vehicle,0.664419,0.033232,66.44,false,846,18,4,,,
10it,4p,TAN-bin4u,TAN,equal_width,waveform-5000,0.799198,0.006997,79.92,false,5000,40,3,,,
10it,4p,TAN-bin4u,TAN,equal_width,wine,0.940359,0.05225,94.04,false,178,13,3,,,
10it,4p,KDB-bin4q,KDB,equal_freq,adult,0.851481,0.003151,85.15,false,45222,14,2,,,
10it,4p,KDB-bin4q,KDB,equal_freq,balance-scale,0.82712,0.032797,82.71,true,625,4,3,,,
10it,4p,KDB-bin4q,KDB,equal_freq,breast-w,0.95215,0.020157,95.22,false,683,9,2,,,
10it,4p,KDB-bin4q,KDB,equal_freq,diabetes,0.747879,0.029808,74.79,false,768,8,2,,,
10it,4p,KDB-bin4q,KDB,equal_freq,ecoli,0.777918,0.027277,77.79,false,336,7,8,,,
10it,4p,KDB-bin4q,KDB,equal_freq,glass,0.67437,0.048913,67.44,false,214,9,6,,,
10it,4p,KDB-bin4q,KDB,equal_freq,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
10it,4p,KDB-bin4q,KDB,equal_freq,heart-statlog,0.791358,0.057491,79.14,false,270,13,2,,,
10it,4p,KDB-bin4q,KDB,equal_freq,ionosphere,0.926841,0.033178,92.68,true,351,34,2,,,
10it,4p,KDB-bin4q,KDB,equal_freq,iris,0.94,0.042164,94,true,150,4,3,,,
10it,4p,KDB-bin4q,KDB,equal_freq,kdd_JapaneseVowels,0.885988,0.005192,88.6,true,9961,14,9,,,
10it,4p,KDB-bin4q,KDB,equal_freq,letter,0.795683,0.008263,79.57,true,20000,16,26,,,
10it,4p,KDB-bin4q,KDB,equal_freq,liver-disorders,0.618357,0.050403,61.84,true,345,6,2,,,
10it,4p,KDB-bin4q,KDB,equal_freq,mfeat-factors,0.959167,0.010465,95.92,true,2000,216,10,,,
10it,4p,KDB-bin4q,KDB,equal_freq,mfeat-fourier,0.7735,0.024673,77.35,false,2000,76,10,,,
10it,4p,KDB-bin4q,KDB,equal_freq,mfeat-karhunen,0.900833,0.011087,90.08,false,2000,64,10,,,
10it,4p,KDB-bin4q,KDB,equal_freq,mfeat-morphological,0.666167,0.014106,66.62,false,2000,6,10,,,
10it,4p,KDB-bin4q,KDB,equal_freq,mfeat-zernike,0.738333,0.01889,73.83,false,2000,47,10,,,
10it,4p,KDB-bin4q,KDB,equal_freq,optdigits,0.961684,0.00618,96.17,false,5620,64,10,,,
10it,4p,KDB-bin4q,KDB,equal_freq,page-blocks,0.946708,0.003193,94.67,false,5473,10,5,,,
10it,4p,KDB-bin4q,KDB,equal_freq,pendigits,0.962791,0.00515,96.28,true,10992,16,10,,,
10it,4p,KDB-bin4q,KDB,equal_freq,segment,0.933045,0.009273,93.3,true,2310,19,7,,,
10it,4p,KDB-bin4q,KDB,equal_freq,sonar,0.740801,0.066739,74.08,false,208,60,2,,,
10it,4p,KDB-bin4q,KDB,equal_freq,spambase,0.8822,0.011195,88.22,false,4601,57,2,,,
10it,4p,KDB-bin4q,KDB,equal_freq,vehicle,0.686382,0.024133,68.64,false,846,18,4,,,
10it,4p,KDB-bin4q,KDB,equal_freq,waveform-5000,0.816999,0.012518,81.7,true,5000,40,3,,,
10it,4p,KDB-bin4q,KDB,equal_freq,wine,0.942169,0.047553,94.22,false,178,13,3,,,
10it,4p,AODE-mdlp4,AODE,mdlp,adult,0.847935,0.003159,84.79,false,45222,14,2,,,
10it,4p,AODE-mdlp4,AODE,mdlp,balance-scale,0.884761,0.018882,88.48,true,625,4,3,,,
10it,4p,AODE-mdlp4,AODE,mdlp,breast-w,0.975601,0.01503,97.56,true,683,9,2,,,
10it,4p,AODE-mdlp4,AODE,mdlp,diabetes,0.751277,0.022033,75.13,false,768,8,2,,,
10it,4p,AODE-mdlp4,AODE,mdlp,ecoli,0.830218,0.040022,83.02,true,336,7,8,,,
10it,4p,AODE-mdlp4,AODE,mdlp,glass,0.710435,0.032021,71.04,true,214,9,6,,,
10it,4p,AODE-mdlp4,AODE,mdlp,hayes-roth,0.766345,0.050029,76.63,true,160,4,3,,,
10it,4p,AODE-mdlp4,AODE,mdlp,heart-statlog,0.82963,0.048594,82.96,false,270,13,2,,,
10it,4p,AODE-mdlp4,AODE,mdlp,ionosphere,0.906868,0.031944,90.69,false,351,34,2,,,
10it,4p,AODE-mdlp4,AODE,mdlp,iris,0.935556,0.056997,93.56,false,150,4,3,,,
10it,4p,AODE-mdlp4,AODE,mdlp,kdd_JapaneseVowels,0.78232,0.013956,78.23,false,9961,14,9,,,
10it,4p,AODE-mdlp4,AODE,mdlp,letter,0.5179,0.008678,51.79,false,20000,16,26,,,
10it,4p,AODE-mdlp4,AODE,mdlp,liver-disorders,0.594203,0.031467,59.42,false,345,6,2,,,
10it,4p,AODE-mdlp4,AODE,mdlp,mfeat-factors,0.919333,0.012799,91.93,false,2000,216,10,,,
10it,4p,AODE-mdlp4,AODE,mdlp,mfeat-fourier,0.775167,0.013312,77.52,false,2000,76,10,,,
10it,4p,AODE-mdlp4,AODE,mdlp,mfeat-karhunen,0.9235,0.011565,92.35,false,2000,64,10,,,
10it,4p,AODE-mdlp4,AODE,mdlp,mfeat-morphological,0.609667,0.047724,60.97,false,2000,6,10,,,
10it,4p,AODE-mdlp4,AODE,mdlp,mfeat-zernike,0.741333,0.0192,74.13,false,2000,47,10,,,
10it,4p,AODE-mdlp4,AODE,mdlp,optdigits,0.892048,0.011549,89.2,false,5620,64,10,,,
10it,4p,AODE-mdlp4,AODE,mdlp,page-blocks,0.959803,0.004228,95.98,false,5473,10,5,,,
10it,4p,AODE-mdlp4,AODE,mdlp,pendigits,0.770075,0.021958,77.01,false,10992,16,10,,,
10it,4p,AODE-mdlp4,AODE,mdlp,segment,0.8,0.026266,80,false,2310,19,7,,,
10it,4p,AODE-mdlp4,AODE,mdlp,sonar,0.74719,0.062279,74.72,false,208,60,2,,,
10it,4p,AODE-mdlp4,AODE,mdlp,spambase,0.904875,0.009508,90.49,true,4601,57,2,,,
10it,4p,AODE-mdlp4,AODE,mdlp,vehicle,0.658461,0.02874,65.85,false,846,18,4,,,
10it,4p,AODE-mdlp4,AODE,mdlp,waveform-5000,0.807533,0.009985,80.75,false,5000,40,3,,,
10it,4p,AODE-mdlp4,AODE,mdlp,wine,0.986931,0.017873,98.69,true,178,13,3,,,
10it,4p,KDB-mdlp4,KDB,mdlp,adult,0.850493,0.002953,85.05,false,45222,14,2,,,
10it,4p,KDB-mdlp4,KDB,mdlp,balance-scale,0.759892,0.026539,75.99,false,625,4,3,,,
10it,4p,KDB-mdlp4,KDB,mdlp,breast-w,0.955582,0.021663,95.56,false,683,9,2,,,
10it,4p,KDB-mdlp4,KDB,mdlp,diabetes,0.749993,0.023367,75,false,768,8,2,,,
10it,4p,KDB-mdlp4,KDB,mdlp,ecoli,0.813399,0.041084,81.34,true,336,7,8,,,
10it,4p,KDB-mdlp4,KDB,mdlp,glass,0.685699,0.055079,68.57,false,214,9,6,,,
10it,4p,KDB-mdlp4,KDB,mdlp,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
10it,4p,KDB-mdlp4,KDB,mdlp,heart-statlog,0.806173,0.052316,80.62,false,270,13,2,,,
10it,4p,KDB-mdlp4,KDB,mdlp,ionosphere,0.913602,0.025417,91.36,false,351,34,2,,,
10it,4p,KDB-mdlp4,KDB,mdlp,iris,0.94,0.044006,94,false,150,4,3,,,
10it,4p,KDB-mdlp4,KDB,mdlp,kdd_JapaneseVowels,0.782454,0.012194,78.25,false,9961,14,9,,,
10it,4p,KDB-mdlp4,KDB,mdlp,letter,0.565883,0.009586,56.59,false,20000,16,26,,,
